penghasilan,jumlah_tanggungan,kondisi_rumah,status_pekerjaan,pendidikan,lama_tinggal_tahun,layak_subsidi
1589708,5,sederhana,tidak bekerja,SD,5,1
943366,7,sederhana,petani,SD,13,1
1685452,5,sederhana,tidak bekerja,SMA,18,1
752697,7,sederhana,tidak bekerja,SMA,5,1
1109349,5,tidak layak,buruh harian,SD,24,1
552034,4,tidak layak,buruh harian,SD,11,1
1855781,5,sederhana,buruh harian,SD,10,1
916962,3,sederhana,petani,SMP,13,1
840492,4,sederhana,tidak bekerja,SMP,8,1
1781036,3,tidak layak,buruh harian,SD,11,1
1139180,7,tidak layak,tidak bekerja,SD,17,1
1070240,5,tidak layak,buruh harian,SMA,24,1
1726791,4,sederhana,petani,SD,5,1
1936702,7,tidak layak,petani,SD,20,1
1083667,2,tidak layak,buruh harian,SD,12,1
1189680,5,tidak layak,buruh harian,SMP,13,1
1392552,4,tidak layak,buruh harian,SMP,22,1
1676428,7,tidak layak,tidak bekerja,SMP,5,1
860255,4,tidak layak,petani,SD,22,1
992344,4,tidak layak,petani,SD,6,1
1739437,6,tidak layak,buruh harian,SD,21,1
833258,4,sederhana,buruh harian,SMP,24,0
1275960,2,tidak layak,buruh harian,SD,14,0
1258861,5,tidak layak,buruh harian,SD,18,1
561240,5,tidak layak,buruh harian,SMP,16,0
1852518,5,tidak layak,tidak bekerja,SMA,23,1
1766263,4,sederhana,petani,SMP,13,1
949136,5,tidak layak,petani,SMA,13,1
1404803,2,tidak layak,petani,SMP,23,1
1615049,6,tidak layak,petani,SMP,16,1
696398,2,tidak layak,tidak bekerja,SMA,17,1
1219234,6,sederhana,tidak bekerja,SMP,5,0
1658382,5,sederhana,petani,SMA,20,1
1158411,7,tidak layak,buruh harian,SD,23,1
952697,3,sederhana,petani,SMA,18,1
1626350,6,tidak layak,buruh harian,SD,17,1
789930,2,sederhana,buruh harian,SMP,19,1
1747878,2,sederhana,tidak bekerja,SMP,23,1
1748779,7,tidak layak,petani,SMP,24,1
1543960,3,sederhana,buruh harian,SD,5,1
693717,6,tidak layak,buruh harian,SMA,16,1
1293449,6,sederhana,buruh harian,SD,19,1
903065,2,tidak layak,tidak bekerja,SD,12,1
1244409,6,tidak layak,buruh harian,SMP,14,1
1873173,3,sederhana,petani,SMA,11,1
942333,6,tidak layak,tidak bekerja,SD,9,1
950463,6,tidak layak,buruh harian,SMA,23,1
1986691,3,sederhana,tidak bekerja,SMP,15,1
1616534,5,tidak layak,buruh harian,SD,5,1
1719642,6,sederhana,buruh harian,SMA,17,1
970929,7,tidak layak,buruh harian,SMA,19,1
1101856,2,sederhana,tidak bekerja,SMP,19,1
1003028,4,tidak layak,buruh harian,SMP,22,1
1682491,2,tidak layak,tidak bekerja,SMP,17,1
1487151,7,sederhana,buruh harian,SD,8,1
1775285,2,sederhana,tidak bekerja,SD,23,1
1595122,5,tidak layak,tidak bekerja,SD,13,1
724478,5,sederhana,buruh harian,SMP,17,1
1127571,2,tidak layak,buruh harian,SMP,9,1
1275411,6,tidak layak,buruh harian,SD,13,1
1860297,2,tidak layak,buruh harian,SMA,24,1
1714817,7,sederhana,buruh harian,SD,10,1
1721357,6,tidak layak,buruh harian,SMA,19,1
791559,3,tidak layak,petani,SD,20,1
908901,3,sederhana,buruh harian,SD,16,1
1826683,5,sederhana,tidak bekerja,SD,15,1
1185058,4,sederhana,buruh harian,SMA,10,1
1610991,4,sederhana,petani,SMP,9,0
556400,7,sederhana,buruh harian,SMA,17,1
876875,5,tidak layak,buruh harian,SD,7,1
555450,3,tidak layak,tidak bekerja,SMP,11,1
1373394,5,sederhana,petani,SMA,13,1
1227967,3,sederhana,tidak bekerja,SD,17,1
1962370,6,sederhana,tidak bekerja,SD,16,1
986796,7,sederhana,buruh harian,SMA,12,1
1302963,3,tidak layak,petani,SMA,10,0
1943962,3,sederhana,tidak bekerja,SD,6,1
734494,3,sederhana,petani,SD,22,1
1932563,4,tidak layak,petani,SD,15,1
1162657,3,sederhana,buruh harian,SD,19,1
1065082,2,tidak layak,buruh harian,SD,5,1
1590363,6,tidak layak,petani,SD,24,1
1918968,4,tidak layak,petani,SD,13,1
1649819,2,tidak layak,petani,SD,11,1
1521535,4,tidak layak,petani,SMA,16,1
1718296,4,tidak layak,buruh harian,SD,13,1
1149401,2,tidak layak,tidak bekerja,SMP,7,1
1385749,5,sederhana,buruh harian,SD,20,1
1491783,7,sederhana,petani,SD,11,1
900607,7,sederhana,petani,SMP,14,1
746935,7,sederhana,buruh harian,SD,10,1
837035,5,tidak layak,tidak bekerja,SD,23,1
956046,3,tidak layak,buruh harian,SMA,17,1
963999,2,tidak layak,buruh harian,SMP,23,1
802430,3,tidak layak,petani,SD,11,1
1751474,7,tidak layak,buruh harian,SD,9,1
1263348,5,sederhana,buruh harian,SMP,12,0
853497,2,sederhana,buruh harian,SMP,9,1
1135315,2,tidak layak,buruh harian,SMP,11,1
1677416,2,sederhana,buruh harian,SMP,23,1
562740,3,sederhana,buruh harian,SMA,21,1
1861649,4,tidak layak,buruh harian,SMP,14,1
532827,4,sederhana,buruh harian,SD,17,1
526209,7,tidak layak,petani,SD,19,1
998506,4,sederhana,petani,SMP,17,1
1646230,2,tidak layak,tidak bekerja,SMA,13,0
1621972,5,tidak layak,tidak bekerja,SD,24,1
710033,3,sederhana,petani,SD,5,1
1431310,3,tidak layak,tidak bekerja,SMP,20,1
721519,5,sederhana,tidak bekerja,SD,9,1
1714008,4,sederhana,petani,SMP,14,1
1798716,7,sederhana,buruh harian,SD,13,1
989339,6,tidak layak,petani,SMP,21,1
1063153,5,sederhana,buruh harian,SMP,15,1
1161818,4,tidak layak,petani,SMP,7,1
1295583,2,tidak layak,buruh harian,SMP,19,0
1210229,5,tidak layak,buruh harian,SD,13,1
1417191,4,sederhana,tidak bekerja,SD,21,0
733542,3,tidak layak,tidak bekerja,SD,18,1
1882744,6,tidak layak,buruh harian,SMP,22,1
1966333,6,sederhana,buruh harian,SMP,6,1
1963595,6,tidak layak,buruh harian,SMP,21,1
543183,4,tidak layak,buruh harian,SMP,13,1
1348755,4,tidak layak,buruh harian,SD,22,1
886122,2,sederhana,petani,SMA,7,1
590254,6,sederhana,buruh harian,SMA,11,1
714038,3,sederhana,buruh harian,SD,24,1
1071572,7,tidak layak,tidak bekerja,SD,22,1
1949428,6,tidak layak,petani,SMP,8,1
602491,5,sederhana,petani,SD,12,1
1584684,5,sederhana,petani,SD,20,1
1784129,3,tidak layak,buruh harian,SMA,17,1
1302373,4,tidak layak,buruh harian,SD,23,1
1445859,7,tidak layak,tidak bekerja,SMP,14,1
1097124,6,tidak layak,tidak bekerja,SD,18,1
849863,7,tidak layak,petani,SD,5,1
664805,5,tidak layak,petani,SMA,12,1
853435,3,tidak layak,buruh harian,SD,17,1
740002,2,sederhana,petani,SMP,7,1
1637174,5,tidak layak,buruh harian,SMA,18,1
1432114,5,sederhana,petani,SD,8,1
504554,6,tidak layak,petani,SMA,10,1
892889,4,sederhana,petani,SD,17,1
1467643,5,sederhana,buruh harian,SMP,6,1
824115,5,tidak layak,petani,SD,16,1
808203,6,tidak layak,petani,SMA,13,1
899987,4,sederhana,petani,SD,12,1
569468,7,tidak layak,buruh harian,SMP,5,1
1050343,2,sederhana,buruh harian,SMP,22,1
1978994,7,tidak layak,petani,SMA,6,1
1289999,2,tidak layak,petani,SMP,14,1
1575203,2,sederhana,tidak bekerja,SD,22,1
669640,2,sederhana,petani,SMP,23,0
1438264,4,tidak layak,buruh harian,SD,11,1
1185345,2,sederhana,tidak bekerja,SD,7,1
579944,6,tidak layak,petani,SD,24,1
1643944,6,tidak layak,buruh harian,SMP,11,1
926954,6,tidak layak,petani,SD,10,1
1048492,2,tidak layak,petani,SD,16,1
1496325,6,tidak layak,buruh harian,SMA,23,1
1537704,6,tidak layak,tidak bekerja,SD,14,1
1516015,3,tidak layak,petani,SMA,18,1
1565219,2,sederhana,buruh harian,SD,12,1
832705,6,tidak layak,petani,SMA,8,1
1585702,7,tidak layak,buruh harian,SD,8,1
558126,4,tidak layak,buruh harian,SMP,10,1
1893144,6,sederhana,buruh harian,SMP,14,1
1673029,3,tidak layak,buruh harian,SD,22,1
807402,4,tidak layak,buruh harian,SMP,19,0
1320959,4,sederhana,tidak bekerja,SMP,5,1
1834618,7,tidak layak,tidak bekerja,SD,14,1
1792253,7,tidak layak,buruh harian,SMA,22,1
1474416,7,sederhana,petani,SMP,21,1
962342,5,sederhana,buruh harian,SD,20,1
643404,3,sederhana,buruh harian,SMA,9,1
736346,3,tidak layak,buruh harian,SMA,15,0
820276,6,tidak layak,petani,SD,15,1
988859,3,tidak layak,tidak bekerja,SMP,13,1
1514530,4,tidak layak,buruh harian,SD,12,1
1669549,4,sederhana,tidak bekerja,SMP,20,1
1125921,6,tidak layak,petani,SD,8,1
1904817,4,sederhana,petani,SMP,14,1
1235268,6,sederhana,buruh harian,SD,6,1
815308,7,sederhana,petani,SD,6,1
1517900,5,tidak layak,buruh harian,SD,8,1
650423,3,tidak layak,buruh harian,SD,22,1
726935,3,tidak layak,tidak bekerja,SD,23,1
1082701,3,sederhana,petani,SMP,17,1
1304491,5,tidak layak,buruh harian,SD,23,1
750156,3,tidak layak,petani,SD,15,1
1270833,7,tidak layak,tidak bekerja,SD,22,1
698924,5,tidak layak,buruh harian,SMA,12,1
1106083,5,tidak layak,buruh harian,SD,7,1
1277277,6,tidak layak,buruh harian,SMP,12,1
1560405,7,tidak layak,petani,SMP,21,1
835817,2,tidak layak,tidak bekerja,SMP,23,1
786646,2,tidak layak,buruh harian,SD,10,1
920420,6,tidak layak,buruh harian,SD,5,1
1811985,6,tidak layak,tidak bekerja,SMP,13,1
981037,6,tidak layak,buruh harian,SMP,7,1
1441819,3,tidak layak,buruh harian,SMP,19,1
809601,4,tidak layak,tidak bekerja,SD,11,1
606334,6,tidak layak,tidak bekerja,SD,21,1
622950,5,tidak layak,buruh harian,SD,22,1
1004642,2,tidak layak,tidak bekerja,SMA,5,1
752988,3,sederhana,buruh harian,SMP,7,1
1350534,7,tidak layak,petani,SMP,8,1
1912547,4,sederhana,petani,SMA,14,1
1210024,2,tidak layak,buruh harian,SMA,21,1
1903408,2,sederhana,tidak bekerja,SMA,14,1
702032,2,sederhana,tidak bekerja,SMP,12,1
968691,5,sederhana,petani,SD,23,0
1906509,5,tidak layak,buruh harian,SD,12,1
1976188,5,sederhana,buruh harian,SMP,18,1
775320,4,tidak layak,buruh harian,SMP,22,0
1089324,2,tidak layak,petani,SD,19,1
1182932,6,tidak layak,tidak bekerja,SD,14,1
786736,4,sederhana,buruh harian,SMA,6,1
1430606,5,tidak layak,buruh harian,SMP,10,1
1809105,5,sederhana,petani,SMA,8,1
1705290,5,sederhana,tidak bekerja,SMP,21,1
1813859,7,sederhana,buruh harian,SMP,14,1
1101467,3,tidak layak,buruh harian,SMA,20,1
780787,7,tidak layak,petani,SD,7,1
1780202,2,tidak layak,petani,SD,21,1
1915145,6,tidak layak,tidak bekerja,SD,21,1
560117,2,tidak layak,buruh harian,SMP,8,1
1708428,4,tidak layak,tidak bekerja,SMP,19,1
1655061,3,tidak layak,tidak bekerja,SD,15,1
1237563,4,sederhana,petani,SD,20,1
560332,5,tidak layak,petani,SD,20,1
1054920,5,tidak layak,petani,SD,17,1
1203712,6,sederhana,tidak bekerja,SMP,14,1
1709056,2,sederhana,petani,SMA,8,1
1507342,4,sederhana,buruh harian,SMA,24,1
1111445,7,tidak layak,buruh harian,SD,24,1
1758403,5,tidak layak,buruh harian,SD,5,1
1524602,6,tidak layak,tidak bekerja,SD,24,1
1202240,6,tidak layak,buruh harian,SD,11,1
798987,4,tidak layak,buruh harian,SD,22,1
971530,2,tidak layak,tidak bekerja,SMA,7,1
538930,3,tidak layak,petani,SMA,21,1
1971662,6,sederhana,buruh harian,SD,12,1
868084,4,sederhana,petani,SMP,16,1
718729,5,sederhana,buruh harian,SD,19,0
1475648,3,sederhana,tidak bekerja,SMA,5,1
1589346,3,tidak layak,buruh harian,SMP,18,1
1136045,2,sederhana,buruh harian,SD,12,1
1578734,4,sederhana,buruh harian,SD,24,1
1858121,2,tidak layak,petani,SD,15,1
1003646,6,sederhana,petani,SMP,6,1
1442894,6,tidak layak,petani,SMP,9,1
1434260,7,tidak layak,petani,SMP,7,1
1439475,4,sederhana,tidak bekerja,SMP,14,1
1424575,5,tidak layak,tidak bekerja,SMA,8,1
677589,7,sederhana,petani,SD,8,1
1371243,7,tidak layak,tidak bekerja,SD,23,1
506586,6,tidak layak,buruh harian,SD,17,0
1247661,6,tidak layak,buruh harian,SMA,8,1
1061023,5,tidak layak,buruh harian,SMP,14,1
697430,7,sederhana,buruh harian,SD,22,1
1647101,3,tidak layak,petani,SMP,14,1
1326080,4,tidak layak,petani,SMA,21,1
712151,3,tidak layak,buruh harian,SMP,19,1
984715,2,sederhana,buruh harian,SD,16,1
1847376,5,sederhana,buruh harian,SMA,5,1
519654,4,sederhana,buruh harian,SD,12,1
1231013,5,sederhana,buruh harian,SD,11,0
1154405,5,tidak layak,buruh harian,SMA,7,1
1635189,3,tidak layak,tidak bekerja,SMA,15,1
1043270,3,tidak layak,buruh harian,SMA,17,1
1910690,2,tidak layak,tidak bekerja,SD,14,1
581848,4,tidak layak,buruh harian,SD,24,1
1396009,5,sederhana,buruh harian,SMA,9,1
579874,7,sederhana,petani,SMP,18,1
792317,2,tidak layak,tidak bekerja,SMA,14,1
537525,5,tidak layak,buruh harian,SD,8,1
1575904,2,tidak layak,tidak bekerja,SMA,19,1
642432,5,tidak layak,petani,SMA,12,1
616242,3,tidak layak,buruh harian,SD,20,1
1915139,6,sederhana,tidak bekerja,SD,21,1
607576,2,sederhana,buruh harian,SD,14,1
675966,2,tidak layak,buruh harian,SD,17,1
1252746,6,tidak layak,tidak bekerja,SMP,17,1
1565047,3,tidak layak,buruh harian,SD,9,1
1850603,2,tidak layak,buruh harian,SMP,22,1
1289135,3,tidak layak,buruh harian,SMA,8,1
1756335,7,tidak layak,tidak bekerja,SD,12,1
1731218,5,sederhana,buruh harian,SMA,19,1
985750,7,tidak layak,buruh harian,SD,21,1
1749331,5,sederhana,buruh harian,SD,14,1
1351956,6,sederhana,tidak bekerja,SD,10,1
1452019,4,tidak layak,buruh harian,SD,11,1
1229128,3,tidak layak,tidak bekerja,SMP,10,1
1039439,4,tidak layak,buruh harian,SD,17,0
1597766,4,sederhana,buruh harian,SD,16,1
970028,3,tidak layak,buruh harian,SD,7,1
1080483,4,tidak layak,buruh harian,SMA,15,1
1412991,2,tidak layak,tidak bekerja,SD,7,1
864385,5,tidak layak,tidak bekerja,SD,19,1
1391622,7,tidak layak,buruh harian,SD,5,1
1853770,6,sederhana,buruh harian,SD,5,1
795120,3,sederhana,petani,SD,24,1
1549175,6,tidak layak,buruh harian,SD,9,1
951164,7,tidak layak,petani,SD,12,1
1808333,5,tidak layak,tidak bekerja,SMA,8,1
1346299,6,tidak layak,petani,SMP,22,1
1814429,3,tidak layak,buruh harian,SMP,5,1
1804684,6,tidak layak,buruh harian,SMP,13,1
1441614,4,tidak layak,buruh harian,SD,7,1
811509,4,tidak layak,tidak bekerja,SMP,8,1
767867,5,tidak layak,tidak bekerja,SD,10,1
948920,4,tidak layak,petani,SD,15,1
1874840,6,tidak layak,petani,SD,7,1
772460,2,tidak layak,buruh harian,SD,24,1
1993352,6,tidak layak,buruh harian,SMP,24,1
1654852,2,tidak layak,petani,SMP,23,1
1315265,6,sederhana,buruh harian,SMP,7,1
758512,2,tidak layak,buruh harian,SMA,18,1
1638613,2,tidak layak,buruh harian,SMA,7,1
1400282,3,tidak layak,buruh harian,SD,14,1
1667217,3,tidak layak,petani,SD,16,1
619271,7,sederhana,tidak bekerja,SD,16,1
741170,6,tidak layak,tidak bekerja,SD,16,1
1232555,4,tidak layak,tidak bekerja,SD,11,1
817531,3,tidak layak,tidak bekerja,SMP,15,1
1948292,2,tidak layak,buruh harian,SD,14,1
501634,6,sederhana,buruh harian,SD,22,1
1169419,4,tidak layak,buruh harian,SMA,17,1
963566,6,tidak layak,buruh harian,SD,10,1
1140143,2,sederhana,petani,SD,9,0
1814796,3,tidak layak,petani,SD,19,1
1393126,3,tidak layak,buruh harian,SD,8,1
1062498,5,tidak layak,petani,SMA,10,1
628798,5,tidak layak,buruh harian,SD,12,1
1181291,7,sederhana,buruh harian,SD,9,1
1580583,7,sederhana,tidak bekerja,SD,24,1
653816,7,tidak layak,buruh harian,SMA,6,1
661468,6,tidak layak,buruh harian,SD,20,0
1899339,6,sederhana,buruh harian,SD,23,1
995025,4,tidak layak,buruh harian,SD,11,1
1408747,7,tidak layak,petani,SMP,12,1
1614614,3,tidak layak,buruh harian,SD,12,1
905972,7,tidak layak,petani,SMA,9,1
1546489,3,tidak layak,petani,SMA,14,1
751585,7,tidak layak,tidak bekerja,SMA,24,1
1952397,5,sederhana,buruh harian,SMP,6,1
999459,2,tidak layak,buruh harian,SD,9,1
1177776,2,sederhana,petani,SD,6,1
930703,7,tidak layak,buruh harian,SMP,19,1
1903799,5,tidak layak,buruh harian,SMP,8,1
596816,6,tidak layak,petani,SMP,14,1
1420374,7,tidak layak,buruh harian,SMA,9,1
1414374,7,tidak layak,buruh harian,SMP,19,1
897974,3,tidak layak,petani,SD,19,1
1397774,3,tidak layak,petani,SD,8,0
1017514,7,tidak layak,petani,SMP,14,1
827282,3,sederhana,petani,SD,17,1
1598826,2,sederhana,buruh harian,SMA,5,1
1404289,6,sederhana,buruh harian,SD,8,1
802702,7,sederhana,tidak bekerja,SD,6,1
837265,2,tidak layak,petani,SMA,16,1
1670716,6,tidak layak,tidak bekerja,SD,10,1
1773087,5,tidak layak,petani,SD,20,1
1679453,6,sederhana,petani,SD,24,1
755604,2,tidak layak,buruh harian,SMP,19,1
832003,3,tidak layak,tidak bekerja,SD,11,1
862486,2,tidak layak,buruh harian,SD,22,1
1204105,5,tidak layak,tidak bekerja,SD,24,1
1291893,3,tidak layak,buruh harian,SMA,15,1
1589407,2,sederhana,petani,SMP,13,1
1599713,3,sederhana,petani,SD,20,1
1320462,5,tidak layak,petani,SD,22,1
636803,6,tidak layak,petani,SD,16,1
521500,6,sederhana,tidak bekerja,SD,23,1
1755087,4,tidak layak,tidak bekerja,SD,17,1
1057405,3,tidak layak,buruh harian,SD,24,1
594138,7,sederhana,buruh harian,SD,15,1
1710822,5,tidak layak,petani,SD,8,1
1057496,2,tidak layak,petani,SD,24,1
846872,7,tidak layak,petani,SD,17,1
1633058,2,tidak layak,petani,SMP,8,1
1574536,4,sederhana,buruh harian,SD,16,1
1427751,2,tidak layak,buruh harian,SD,22,1
748093,5,tidak layak,buruh harian,SMA,7,0
1925481,5,sederhana,tidak bekerja,SD,15,1
526038,6,sederhana,buruh harian,SD,24,1
1146520,3,tidak layak,buruh harian,SD,7,1
834629,3,sederhana,tidak bekerja,SMP,5,1
1220014,2,sederhana,tidak bekerja,SMA,21,1
1082061,3,tidak layak,buruh harian,SMP,17,0
1107679,4,tidak layak,tidak bekerja,SMA,21,1
1601209,3,sederhana,petani,SD,17,1
650636,7,tidak layak,petani,SMP,13,1
1496173,2,sederhana,buruh harian,SD,14,1
532803,3,tidak layak,tidak bekerja,SMP,6,1
1250681,7,tidak layak,petani,SMP,15,1
1402140,5,tidak layak,buruh harian,SMA,9,1
629997,5,tidak layak,petani,SMP,23,1
562759,6,tidak layak,tidak bekerja,SD,11,1
1654889,6,tidak layak,buruh harian,SD,6,1
1362920,6,tidak layak,buruh harian,SMA,11,1
879949,6,sederhana,buruh harian,SMA,16,1
1747719,3,tidak layak,buruh harian,SD,21,1
889289,7,tidak layak,petani,SD,24,1
1507761,2,tidak layak,buruh harian,SD,17,1
1881219,3,tidak layak,buruh harian,SMA,9,1
1102531,2,tidak layak,buruh harian,SMA,9,1
1692508,2,tidak layak,buruh harian,SMA,23,1
582946,2,sederhana,tidak bekerja,SD,15,0
1142641,2,sederhana,buruh harian,SD,16,1
1566246,5,sederhana,tidak bekerja,SMP,23,1
1633342,7,tidak layak,buruh harian,SMP,7,1
1458784,2,tidak layak,buruh harian,SD,24,1
1638270,3,tidak layak,petani,SMP,10,1
1834530,2,sederhana,buruh harian,SMA,17,1
609660,5,tidak layak,buruh harian,SMA,7,1
1787970,3,tidak layak,tidak bekerja,SD,10,1
938804,7,tidak layak,buruh harian,SD,9,1
1302365,4,sederhana,tidak bekerja,SD,22,0
1447538,3,tidak layak,tidak bekerja,SMP,18,0
1812667,5,tidak layak,buruh harian,SD,15,1
1306147,7,sederhana,buruh harian,SD,24,1
1766828,5,tidak layak,buruh harian,SMP,21,1
1105134,6,tidak layak,petani,SMP,16,1
1243346,4,tidak layak,buruh harian,SD,11,1
1302735,2,tidak layak,buruh harian,SMA,10,1
1310463,5,tidak layak,petani,SD,16,1
1119074,6,sederhana,buruh harian,SMA,6,1
587389,6,tidak layak,buruh harian,SD,24,1
1959769,7,sederhana,buruh harian,SD,11,1
804851,2,sederhana,buruh harian,SMP,12,1
1956257,7,tidak layak,buruh harian,SD,14,1
837905,3,tidak layak,petani,SMP,14,0
1276202,4,sederhana,tidak bekerja,SD,12,1
647712,2,tidak layak,tidak bekerja,SD,16,1
793679,7,sederhana,tidak bekerja,SMP,8,1
1981072,2,sederhana,buruh harian,SD,24,1
1113968,3,tidak layak,buruh harian,SD,21,1
770109,3,tidak layak,petani,SMP,20,1
906946,5,sederhana,buruh harian,SMA,21,1
529553,3,tidak layak,petani,SD,7,1
880946,3,tidak layak,petani,SD,11,0
1545940,4,tidak layak,buruh harian,SMP,20,0
781080,7,tidak layak,petani,SMA,11,1
738625,7,tidak layak,buruh harian,SD,13,1
890122,4,tidak layak,buruh harian,SMP,5,1
1675806,4,tidak layak,buruh harian,SMA,10,1
1504157,2,sederhana,buruh harian,SMA,22,1
548848,4,tidak layak,buruh harian,SMA,15,1
764186,4,tidak layak,petani,SD,20,1
1323692,6,tidak layak,buruh harian,SD,23,1
798470,4,tidak layak,petani,SD,7,1
1591157,2,tidak layak,buruh harian,SD,23,1
1683306,7,tidak layak,buruh harian,SD,22,1
1106143,6,tidak layak,petani,SD,16,1
846758,2,tidak layak,buruh harian,SMP,9,1
1192908,2,tidak layak,buruh harian,SMP,10,1
1175028,6,sederhana,tidak bekerja,SMA,6,1
735328,6,tidak layak,tidak bekerja,SMA,20,1
1440050,6,tidak layak,buruh harian,SD,19,1
1075606,6,tidak layak,buruh harian,SMP,23,1
1544270,2,sederhana,petani,SMP,18,1
1323597,6,tidak layak,buruh harian,SD,11,1
987650,3,sederhana,tidak bekerja,SD,21,1
694042,7,sederhana,buruh harian,SD,21,1
1512947,4,tidak layak,buruh harian,SMP,14,1
1331843,4,sederhana,petani,SD,15,1
988124,7,tidak layak,buruh harian,SMA,20,1
973574,3,sederhana,petani,SD,23,1
729014,7,tidak layak,petani,SMA,23,1
707070,2,sederhana,buruh harian,SD,19,1
1406999,2,tidak layak,petani,SD,5,1
539906,4,tidak layak,petani,SMA,12,1
1153811,5,tidak layak,petani,SMP,5,1
1529141,7,tidak layak,petani,SMA,19,1
771686,3,sederhana,buruh harian,SD,19,1
901772,3,tidak layak,buruh harian,SD,14,1
749699,4,tidak layak,buruh harian,SD,19,1
1725771,6,tidak layak,tidak bekerja,SMA,7,1
578342,7,tidak layak,buruh harian,SMP,6,1
880031,5,tidak layak,petani,SD,14,1
1197946,2,tidak layak,tidak bekerja,SD,16,1
1150369,2,tidak layak,buruh harian,SD,22,1
514864,2,sederhana,tidak bekerja,SMP,14,1
760281,2,tidak layak,buruh harian,SMP,13,1
1869709,3,sederhana,buruh harian,SMP,22,1
1582325,3,tidak layak,petani,SMA,15,1
1608315,6,sederhana,petani,SD,23,1
1722644,3,sederhana,buruh harian,SMP,19,1
995072,6,sederhana,buruh harian,SMP,21,1
1303737,6,sederhana,petani,SD,18,1
577474,2,sederhana,tidak bekerja,SMP,16,1
1827038,2,tidak layak,buruh harian,SD,6,1
552810,3,sederhana,petani,SD,17,1
716987,3,tidak layak,petani,SD,20,1
1670328,6,sederhana,tidak bekerja,SMP,11,1
1610376,4,tidak layak,buruh harian,SMP,7,1
1095230,2,tidak layak,buruh harian,SD,16,1
583394,5,sederhana,buruh harian,SD,22,1
1055104,4,tidak layak,buruh harian,SD,20,1
1561426,2,tidak layak,petani,SD,8,1
933082,2,tidak layak,buruh harian,SD,13,1
815063,3,tidak layak,buruh harian,SMA,15,1
527428,5,sederhana,buruh harian,SMP,20,1
1915743,7,tidak layak,tidak bekerja,SD,22,0
876304,5,tidak layak,tidak bekerja,SD,7,1
1975172,2,sederhana,buruh harian,SD,11,1
1359254,7,sederhana,buruh harian,SMA,7,1
1886324,7,tidak layak,tidak bekerja,SD,10,1
1944809,6,sederhana,petani,SD,10,1
1242068,5,tidak layak,buruh harian,SD,10,1
1855228,4,sederhana,tidak bekerja,SMP,14,1
1703134,6,tidak layak,buruh harian,SMA,11,1
1150087,3,sederhana,tidak bekerja,SD,24,1
595933,2,tidak layak,petani,SD,17,1
922727,2,tidak layak,petani,SMA,8,1
1935750,4,sederhana,petani,SD,9,1
1264236,4,sederhana,buruh harian,SD,13,1
1296434,7,tidak layak,petani,SMA,21,1
568737,3,tidak layak,buruh harian,SD,23,1
1516560,3,sederhana,petani,SD,7,1
1939877,7,sederhana,buruh harian,SD,24,1
1313480,7,tidak layak,buruh harian,SMP,13,1
1195684,5,tidak layak,petani,SD,15,1
890056,6,tidak layak,tidak bekerja,SMP,15,1
1222237,2,sederhana,buruh harian,SD,16,1
1103805,5,sederhana,buruh harian,SMA,8,1
1956317,3,sederhana,buruh harian,SMP,15,1
1145731,4,sederhana,buruh harian,SD,12,1
987377,5,tidak layak,petani,SMP,10,1
1146704,4,sederhana,petani,SD,22,1
767709,7,tidak layak,buruh harian,SD,11,1
1891203,6,tidak layak,buruh harian,SMP,19,1
726685,4,tidak layak,petani,SMA,8,1
1620629,2,tidak layak,buruh harian,SMP,14,0
1888085,6,tidak layak,buruh harian,SD,23,1
1529768,4,sederhana,buruh harian,SMA,14,1
867395,5,tidak layak,petani,SD,15,1
1562366,2,tidak layak,tidak bekerja,SMA,6,1
1155347,2,sederhana,tidak bekerja,SMP,10,1
1530547,3,tidak layak,buruh harian,SMA,13,1
1966960,3,tidak layak,buruh harian,SD,19,1
1723387,5,tidak layak,tidak bekerja,SD,20,1
1027956,7,sederhana,petani,SD,10,1
1887000,3,tidak layak,buruh harian,SD,24,1
585058,4,tidak layak,petani,SMA,8,1
748553,7,tidak layak,buruh harian,SD,17,1
1143269,3,tidak layak,tidak bekerja,SD,24,1
1284642,2,tidak layak,tidak bekerja,SMA,20,1
575440,5,tidak layak,tidak bekerja,SMA,21,1
1575497,4,tidak layak,buruh harian,SD,7,1
1865271,2,tidak layak,petani,SMA,18,0
516683,2,tidak layak,petani,SMP,13,1
1626528,6,tidak layak,buruh harian,SD,16,1
1039121,3,sederhana,petani,SD,14,1
518290,7,tidak layak,petani,SMA,17,1
1518293,4,sederhana,buruh harian,SD,17,0
1785411,5,sederhana,buruh harian,SMP,15,1
1933806,5,sederhana,tidak bekerja,SD,16,1
571656,5,sederhana,buruh harian,SMA,18,1
1065541,6,tidak layak,buruh harian,SMP,16,1
1497291,4,tidak layak,buruh harian,SD,21,1
682097,2,tidak layak,petani,SD,15,1
1249230,7,tidak layak,petani,SMA,22,1
1751356,6,tidak layak,petani,SD,9,1
1964498,7,tidak layak,buruh harian,SD,14,1
1239368,7,tidak layak,petani,SMP,18,1
1373663,3,sederhana,petani,SD,8,1
604791,2,sederhana,petani,SMP,14,1
1231951,5,tidak layak,petani,SMA,22,1
1057004,3,tidak layak,buruh harian,SD,11,1
1817600,4,sederhana,tidak bekerja,SD,16,1
